id,classe,formato_cabeca,superficie_cabeca,cor_cabeca,MANCHA,odor,lamelas_grudadas,espacamento_lamelas,tamanho_lamela,cor_lamela,format_estipe,raiz_estipe,superficie_estipe_acima_anel,superficie_estipe_abaixo_anel,cor_estipe_acima_anel,cor_estipe_abaixo_anel,tipo_vel,cor_vel,numero_aneis,tipo_anel,cor_impressao_esporos,populacao,habitat
1820,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1821,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1822,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1823,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1824,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1825,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1826,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1827,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1828,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1829,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1830,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1831,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1832,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1833,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1834,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1835,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1836,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1837,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1838,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1839,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1840,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1841,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1842,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1843,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1844,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1845,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1846,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1847,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1848,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1849,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1850,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1851,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1852,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1853,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1854,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1855,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1856,COMESTIVEL,PLANO,LISO,CINZA,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1857,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1858,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1859,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1860,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1861,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1862,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1863,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1864,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1865,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1866,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1867,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1868,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1869,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1870,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1871,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1872,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,ROSA,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1873,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1874,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1875,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1876,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1877,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1878,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1879,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1880,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1881,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1882,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1883,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1884,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1885,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1886,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1887,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1888,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,CHOCOLATE,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1889,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1890,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1891,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1892,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1893,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1894,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1895,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1896,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1897,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1898,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1899,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1900,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1901,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1902,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1903,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1904,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,PRETO,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1905,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1906,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1907,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1908,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
1909,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
1910,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
1911,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
1912,COMESTIVEL,PLANO,LISO,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,LISO,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
